Username,Twitter Handle,Timestamp,Comments,Retweets,Likes,Text
Jake Wujastyk,@Jake__Wujastyk,2023-03-07T15:40:43.000Z,3,3,67,$AAPL #AAPL Similar initial move down to February when this shooting star candle formed.
أ/ ؏ـــادل الحويل ⁦,@elliottwave828,2023-03-07T15:35:02.000Z,,1,2,تحديث حركة #AAPL السعرية #Elliottwave
Tio Mercado,@TioMercado,2023-03-07T15:28:17.000Z,,,,"#AAPL: Gráfico #AAPL en 
@TradingView"
Invstr,@invstreams,2023-03-07T15:23:16.000Z,,,,"DID YOU KNOW.....
Last week in fantasy finance 92% of the new positions in #AAPL from the Invstr community were BUYS!"
topstonks,@topstonks,2023-03-07T15:21:26.000Z,,,,"$AAPL was the 5th most mentioned on wallstreetbets over the last 24 hours

Via http://topstonks.com/stocks/AAPL?st_aapl…

#aapl    #wallstreetbets  #investors"
NIGHTTIGER,@NightTiger_JPN,2023-03-07T09:51:49.000Z,,,2,"前日比 +4.61ドル

#米国株投資記録
#投資初心者
#QQQ $QQQ
#VTI $VTI
#AAPL $AAPL
#CVX $CVX
#KO $KO
#MCD $MCD
#MNOV $MNOV
#SPYD  $SPYD"
BadCoin.,@BadCoine,2023-03-07T09:50:36.000Z,,,,"BEARISH MOMENTUM - #AAPL chart on 
@TradingView"
Hendrix Forex,@HendrixForex,2023-03-07T09:46:18.000Z,1,,1,#Apple #AAPL #stocks
Billionaire_code,@billionair_code,2023-03-07T09:41:38.000Z,1,,7,"Do I have #AAPL in my portfolio? 
Ofc I do! I’m bullish on Apple inc! "
Alnus Yatırım,@AlnusYatirim,2023-03-07T09:31:26.000Z,,3,20,"ABD Bilgi Teknoloji Sektörünün Başlıca Firmaları 

#AlnusYatırım #Yatırım #Analiz #AAPL #MSFT #GOOGL #AMZN #META"
Forexero,@forexero,2023-03-07T08:29:50.000Z,1,,,"#Apple  (#AAPL ) hissesi, geçen yıl 3 trilyon dolarlık bir piyasa değerine ulaştığında dikkatleri üzerine çekti, ancak o zamandan beri hisse senedi, tüm zamanların en yüksek seviyelerinden yaklaşık 20% düşüş yaşadı."
Aladinn Crypto,@DngL83746792,2023-03-07T03:07:07.000Z,5,4,14,"Phần thưởng cho kèo ngắn hạn đang là 82% chỉ trong 2 ngày . LOLL . Tuy nhiên , thần đèn vẫn ưu tiên kèo hold . Đó mới là thế mạnh của mình . Kiên nhẫn
The reward for short-term trades is currently at 82% in just 2 days. LOL. Patient
#OPTIMUS #AAPL $DOGPAD #USDT #ZKT"
Mike,@ApeDegenCrypt,2023-03-07T02:51:57.000Z,,1,,"From revolutionary products to record-breaking profits, 
@Apple
 continues to lead the way in innovation and excellence. It's no wonder they're at the core of our digital world.  #Apple #Innovation #tech #AAPL"
Day Trading Gamer,@DayTradingGamer,2023-03-07T02:51:29.000Z,,,,"Another solid trading day. Secured 12% on #AAPL this morning for a 1.13% portfolio gain.
10% of port, per play, is the way
#trade_1348
Join for $5 for 30 days !
https://trade1348.com/?deal=wesley63"
إگــ ـــه,@wellyalsomiri,2023-03-07T02:09:35.000Z,,,,"بطل يا #سباكس 

يلا نحتاج يتداول اعلى مناطق 4058

#tsal #mrna #aapl"
Bit Doctor,@BitDoctor1,2023-03-07T01:54:01.000Z,,1,2,"AAPL Aims to Reach $160 Target in Near Future - #AAPL chart on 
@TradingView"
상큼앙시미,@ddooksomeplace,2023-03-07T01:26:21.000Z,,1,1,트친 여러분들 진짜 이제부터 트위터로 인생 한탄 안할려고요 다들 믿어주십쇼 하지만 가끔 또 지랄하면 아오 저새끼 또 지랄하고 있네 하고 봐주십쇼 ㅋㅋ 제가 죽긴 왜 죽습니까 저 돈 많아서 다 쓰고 죽어야 해요 ㅋㅋ #TLSA #AAPL
Jake Wujastyk,@ReidsvillePD,2023-03-06T22:24:18.000Z,,,,$AAPL #AAPL $157-$159 is going to be the main level to clear for any type of status quo change from this chop over the last 6 months.
フィニット@ITエンジニア + 金融,フィニット@ITエンジニア + 金融,2023-03-06T22:00:32.000Z,,,1,"#米国株 #AAPL
             companyName：Apple Inc.
            株価：153.83$
            値動き($)：2.8$
            値動き(%)：1.853%"
"Gabriel L., PharmD,",@InceptionCharts,2023-03-06T21:52:36.000Z,,,,$AAPL #AAPL -What is the proper technical term for this type of candle?? #learning #trading #investing
Jesse Taylor,@__ShoNuff_,2023-03-06T21:51:51.000Z,,1,5,"$SPY with a triple top. Once price took out the HL. It was down from there. #QQQ #AAPL #Stocks 

#MarketStucture and Price Action

406p 500%"
Point-Blank-Trading,@PointBlank_Algo,2023-03-06T21:37:23.000Z,1,2,9,"$AAPL

After a festive open #AAPL reversed and closed with gains, but printed a very bearish Gravestone Doji, almost a twin copy of the Feb-16 high candle

Good thing it closed higher with more volume
#ES_F #SPX $SPY #0dte #trading #options #Futures $Gamma $GEX #GEX #Gamma #VIX"
Neon Stag,@theneonstag,2023-03-06T21:34:21.000Z,,,1,"Back to the $AAPL short zone (since Oct), and massive rejection once again.  

Last time we had a rejection this bad here, we put in a LL.  

Will we something similar?  

Will jpow save #AAPL tomorrow? 

#SPX $stocks $SPY"
TradingShot,@TradingShot,2023-03-06T19:21:50.000Z,1,,,"APPLE Inverse Head and Shoulders give a new All Time High - #AAPL chart on 
@TradingView"
FrostyTrades,@MrFrostyTrades,2023-03-06T19:15:30.000Z,,,,"#aapl Long printed from 154.31 this morning. Now it has to hold the same line. If not, market is going down."
Proactive USA,@proactive_NA,2023-03-06T19:04:04.000Z,,,1,$AAPL Apple draws a 'Buy' rating and $199 price target from Goldman Sachs https://tinyurl.com/2f6sfkxe #AAPL
CryptoTreeMap,@CryptoTreeMap,2023-03-06T19:00:03.000Z,,,,"http://CryptoTreeMap.com

Stock market:
$MRK +3.67% 
$0941.HK +3.23% 
$AAPL +2.32% 
$COST +2.27% 

$BHP -2.65% 
$NESN.SW -2.38% 

#MRK #0941.HK #AAPL #COST #BHP #NESN.SW #TSLA #APPL #stocks #trading #investing"
ItzStockChartz,@itzstockchartz,2023-03-06T18:46:01.000Z,,1,,$AAPL #AAPL 2 hour chart resistance at $155 after a 10 point move in a few days...look for a pullback to $150...trading at 26xs valuation OV neat-term
Cryptostacker,@Hipotential,2023-03-06T18:45:50.000Z,,1,5,"BEST #WEB3 #BLOCKCHAIN 
@Polkadot
 $DOT
#CAREERS #developers #programmers
#WebDeveloper #SoftwareEngineer
#FrontEnd #FullStack #Javascript 
#CareerDevelopment #education #webdevelopment #Jobs #NVDA #AAPL #GOOG #META #CISCO #IBM #MSFT #Crypto #jobseeker #web3jobs #startup #backend"
Gornagraphic,@gornagraphic,2023-03-06T18:01:53.000Z,1,1,2,Bulls you better pray this holds. #AAPL  If it doesnt hold this whole market could waterfall. IWM already down over 1%. All the signs are there. Will the market masters be able to hold this? Im enjoying the show. #spy  #aaple #spy $tsla $nvda
Celia++,@celiabennett,2023-03-06T18:01:03.000Z,,,,Every 5 years. Maybe. #AAPL
Gornagraphic,@gornagraphic,2023-03-06T17:57:51.000Z,,,,Also look how wonky the RSI is? Massive divergence from the peak a few days ago as it pushed massively higher. Now RSI collapsing to new lows on 5 mminute of recent time and still higher price than close on friday spx. #stockmarketcrash #aapl #TSLA
Gornagraphic,@gornagraphic,2023-03-06T17:52:26.000Z,,,,Aapl bulls and whatever ctas and institutions trying to prop this pig up are gonna fight with every dollar they have to hold AAPL 155. If it goes and they max spend to hold it. Watch out. People could blow up this week. Edge of seat here. Watch close! #AAPL
Gornagraphic,@gornagraphic,2023-03-06T17:49:41.000Z,,,1,Free fall? Panic setting in yet? It should be. #stockmarketcrash #spy #AAPL #nvda #TSLA
Elliottwave Forecast,@ElliottForecast,2023-03-06T17:47:04.000Z,,1,1,"$AAPL view from latest weekend update, expected 2 more highs within wave ((i)) before a pullback in ((ii)) may take place. Learn more about #AAPL and the bigger picture by becoming a member at: https://elliottwave-forecast.com 
#Elliottwave #Stockmarket #Trading"
Gornagraphic,@gornagraphic,2023-03-06T17:39:16.000Z,,,,"nah just gambling at the casino. This is options chain. Many are buying calls, actually stabilizing here and people betting it down now #AAPL"
Gornagraphic,@gornagraphic,2023-03-06T17:38:50.000Z,,,,is today the mark of the start of massive losses for someone this week? Can apple really stay near flat for the whole weak? Someone is gonna lose huge here. Chain is absurd. #AAPL
Game Of Dividends,@CapitalGrowth10,2023-03-06T16:19:37.000Z,1,,2,"3 days left to get up to $9000 of AAPL stock! Open & fund a #Webull brokerage account with any amount $1 minimum.
FDIC Insured $250,000
SIPC member $500,000 ($250,000 cash)
#investments #dividends #REIT #ETF #Crypto #StocksToBuy #AAPL"
ItzStockChartz,@itzstockchartz,2023-03-06T16:17:53.000Z,,,,$AAPL #AAPL PnF Low Pole Reversal
Jake Wujastyk,@Jake__Wujastyk,2023-03-06T16:16:55.000Z,12,26,168,$AAPL #AAPL $157-$159 is going to be the main level to clear for any type of status quo change from this chop over the last 6 months.
миллиард казахстанцев,@S8gy2AEgVRHyS2Q,2023-03-06T16:16:01.000Z,,,1,"#AAPL 
Apple может начать использовать собственный модемный чип 5G под кодовым названием Ibiza в iPhone 16, который дебютирует в 2024 году; Производство может начаться во втором полугодии 2023 г."
kingmartin,@kingmartain,2023-03-06T16:13:12.000Z,,,,#aapl next resistance is $157
Gornagraphic,@gornagraphic,2023-03-06T16:05:08.000Z,,,,Live look in at the feds soft landing. Everything is fine until the cliff comes out of nowhere. #crashlanding #hardlanding #stockmarketcrash #aapl #tsla #nvda #spy #QQQ
إگــ ـــه,@wellyalsomiri,2023-03-06T14:43:12.000Z,,1,,"#spx 

اغلاق ساعه اعلى 4058 
يستهدف 4070-4080

خذه معاه كول ولا تبالي 
#spx #aapl #tsla #zm"
Randy Frederick,@RandyAFrederick,2023-03-06T14:41:18.000Z,1,,2,"#options
#OptionsTrading
http://Schwab.com/RandyFrederick
In early morning options action, equity names among the top 10 most actives today include: #TSLA, #AAPL, #META, #NVDA, #AMZN, #AMD, #SNAP"
InvexGlobal,@InvexGlobal,2023-03-06T14:31:55.000Z,,,,"$AAPL   Subscribe now: https://linktr.ee/InvexGlobal
#AAPL #InvexGlobal #OptionsTrading #Options #NASDAQ #NYSE #trading #stocks #daytrading #market #investors #USA"
Furu Alerts,@furualerts,2023-03-06T14:31:42.000Z,,,,"Breaking news: $AAPL is up! Zen_n_trade is taking profits on Apple Inc. stock, currently at $153.77. Will you join him and make some money? #stocks #investing #AAPL"
Vincent_McCrudden,@VincentMcCrudd1,2023-03-06T14:29:16.000Z,,,,"Barclays ""upgraded"" #META on Friday...
@MorganStanley
 upgrades #AAPL on Friday and now 
@GoldmanSachs
 'initiates"" #AAPL with a buy. Classic spoofing..fade it!!"
HuiZhiDD,@HuiZhiDD,2023-03-06T07:16:59.000Z,,,,"Mar.06热门商品 #苹果 #AAPL 的技术分析：交易策略/支撑位/阻力位, 红线代表支撑线，绿线代表阻力线。
更多全球市场资讯，可加入HuiZhiDD公开群了解https://t.me/huizhiddgroup"
Lin,@Linwrote,2023-03-06T06:33:05.000Z,,,,тайваньский Foxconn (крупнейший поставщик Apple #AAPL) планирует дополнительно инвестировать в производство в Индии. Копания планирует снизить свою зависимость от Китая — BBG
이데일리,@edaily_news,2023-03-06T06:25:21.000Z,,,,"애플이 현재 보다 50% 넘게 상승할 수 있다는 분석이다.

#애플 #AAPL"
Aleksandr Shark,@aleksharkcrypto,2023-03-06T05:43:54.000Z,,,1,"#Foxconn #электро #авто 
Foxconn стремится стать игроком на рынке электромобилей — RTRS 

#AAPL"
Jake Wujastyk,@Jake__Wujastyk,2023-03-06T03:06:39.000Z,23,28,256,$AAPL #AAPL Inverse head & shoulders on the weekly chart.
Luís Henrique,@luishgberto,2023-03-06T01:50:02.000Z,,,,"A Apple terá seu chip 5G fabricado no processo de 3 nanômetros da TSMC, com produção de risco para começar no segundo semestre de 2023. Os chips irão estrear no iPhone 16 em 2024. #AAPL #TSM #Ibiza"
إگــ ـــه,@wellyalsomiri,2023-03-06T00:44:56.000Z,,,1,"من واقع تجربة في الاوبشن 
( لن تربح ) اذا كنت : 

- ان لم تحدد الهدف 
- ان كنت جشع 
- ان كنت غير منضبط 
- كثرت الاراء من حولك 

انت تتقاتل مع عامل الوقت : 

( الوقت كالسيف ان لم تقطعه قطعك ) 

#spx #aapl #السوق_الامريكي #option"
Furu Alerts,@furualerts,2023-03-05T17:19:39.000Z,,,,"Trader_nomad's prediction came true! $AAPL has gained 3.17% since his post on Feb 24th, when it was at $146.74. Now it's at $151.39. If you're looking for a stock to buy, this could be a great opportunity. #AAPL #stocks #investing #trader_nomad"
PNZ.eth,@0xPNZ,2023-03-05T17:10:21.000Z,1,,2,"2/ As of March 2023:
#BTC has a market capitalization of $433.37 billion,
#ETH has a #marketcap of $192.06 billion
and #BNB has a #marketcap of $45.97 billion.
These are the TOP 3.
With a total crypto market cap of $1.03 trillion, Bitcoin's dominance is around 42% 
Guess #AAPL"
Stock Dividend USA,@DividendUsa,2023-03-05T16:00:00.000Z,,,,https://fool.com/investing/2023/03/05/2-best-buffett-stocks-to-buy-for-the-long-haul/…  #AAPL #JNJ #wbuffett #StocksToWatch #News
Stan N,@stannabozny,2023-03-05T15:53:48.000Z,,1,,The Big Five #FAANG Stock and Sector Service is now posted for Sunday #AMZN #AAPL #FB #NFLX #TSLA #GOOGL and  Sector Funds - #IBB #IYR #XLE #XLE #XLF #XLK #XRT    (link: http://theartofchart.net)   #trading #investing #FinancialFreedom
InvestingAngles,@InvestingAngles,2023-03-05T15:23:40.000Z,,1,1,$AAPL = Weekly Analysis = #AAPL
KOIN LLC,@ModestySilas2,2023-03-05T11:38:53.000Z,,,,Big earnings misses for #AAPL #AMZN and #GOOG
Stock Dividend USA,@DividendUsa,2023-03-04T18:00:00.000Z,,,,https://wsj.com/articles/this-department-store-stock-has-trounced-apple-amazon-and-tesla-ba6e7881…  #AAPL #AMZN #TSLA #paywall #News
Nemesis Algo,@NemesisAlgo,2023-03-04T17:18:01.000Z,,,,"Scenario Rialzista e di lateralizzazione per AAPL - #AAPL grafico su 
@TradingView"
Rakkasan Trader,@FallingUmbrella,2023-03-04T16:34:12.000Z,,,,"$AAPL Buy time  - #AAPL chart on 
@TradingView"
MoneyForFun,@MoneyForFun_,2023-03-04T16:02:47.000Z,,,,"$aapl $spx $spy $qqq $dia $amzn $googl $nvda $amd $meli $ccl $rcl 

Big gains, apple gains.  $tsla $tesla $amc $gme $bynd #spy #tsla #aapl #apple"
NIGHTTIGER,@NightTiger_JPN,2023-03-04T15:53:03.000Z,,,3,"前日比 +79.92ドル

#米国株投資記録
#投資初心者
#QQQ $QQQ
#VTI $VTI
#AAPL $AAPL
#CVX $CVX
#KO $KO
#MCD $MCD
#MNOV $MNOV
#SPYD  $SPYD"
seitentaisei,@seitentaisei11,2023-03-04T00:57:36.000Z,,,,Cash cow #apple #AAPL
Michael & Esther,@SuperLuckeee,2023-03-03T23:20:32.000Z,3,2,26,#AI #TSLA #AAPL huge winners today!!!! So blessed and excited for our members!!
Apple Stock Bot,@AAPL_moves,2023-03-03T23:15:49.000Z,,,,"Apple Inc price at close, 2023-03-03, is 151.03. #apple #AAPL"
Ivy Bess,@bess_ivy,2023-03-03T23:01:11.000Z,,1,,$AAPL Apple Inc price at close today is $151.03  #aapl #applestock #nasdaq
Investall,@InvestallAI,2023-03-03T22:55:55.000Z,,,,$AAPL ($151.11) has 1st support at $164.92 and the 1st resistance at $173.19. It is estimated that #AAPL will be traded between $149.83 and $145.89 in 3 months. Download the Investall App to see full forecast and automate your trading https://investall.ai
بنت نجـد (سوق الاسهم),@market3040,2023-03-03T22:43:41.000Z,,,,#AAPL #سوق_الاسهم
Sharestates,@Sharestates,2023-03-03T17:00:46.000Z,,,,"By working together on terms that help make our borrowers' projects successful, we all benefit. 

AAPL members can view the full webinar here: https://okt.to/e9t23X

#aapl #realestateinvesting"
Emperor Red Wolf,@EmperorRedWolf,2023-03-03T16:57:03.000Z,,,1,"Expansion news … #Foxconn announced manufacturing hub for #apple products in #Bengaluru worth 700 MILLION US DOLLARS  investment on 300 Acres of land 

#iPhone #AAPL"
السوق الامريكي أسهم Option and,@My_online_card,2023-03-03T16:51:04.000Z,,1,2,"#cat 
Call165
1
17-3-2023
#السوق_السعودي #الأسهم_الأمريكية #spx #سباكس #aapl #amzn #goog #nflx"
彡ابو سليمان彡™,@almsafer1408,2023-03-03T16:46:02.000Z,1,,,#SPY #SPX500 #AAPL
Aleksandr Shark,@aleksharkcrypto,2023-03-03T16:33:04.000Z,,1,1,"#AAPL 
Apple работает над улучшением системы водоснабжения Индии"
Kamil Franek,@TheKamilFranek,2023-03-03T13:24:48.000Z,1,,,"The largest shareholders of 
@Apple
 are asset managers #Vanguard and #BlackRock, followed by #BerkshireHathaway, a company led by legendary investor Warren Buffet.

#apple #warrenbuffet #billionaire #technology #investing #stocks #smartphones $aapl #aapl"
Global GT,@GlobalGT_,2023-03-03T13:01:22.000Z,,,,"Did you know that the #StockMarket has been around for over 400 years?

Register with us today ☞ https://bit.ly/3mjbTVE

#GlobalGT #GTTrading #Trading #Forex #TradeWithUs #TraderLife #TradingAccounts #TradeTheMarkets #Stocks #TSLA #AMZN #BABA #AAPL #FunFactFriday"
Barati,@Barati901,2023-03-03T12:48:24.000Z,,,1,"$AAPL #AAPL 
Calls: 
at $147-$147.30, or 
above $149.50
Puts:
below $145.14 or 
at $149.50-$150 if we get rejected"
إگــ ـــه,@wellyalsomiri,2023-03-03T11:11:10.000Z,,,,"فيوتشر #سباكس على الساعة 

المحافظة والتداول اعلى 3985 
راح يساعدنا للوصول للاهداف الاولى 
اسفلها خلك حذر 

#سباكس 
#spx #tsla #aapl"
NIGHTTIGER,@NightTiger_JPN,2023-03-03T05:27:23.000Z,,,3,"前日比 +32.47ドル

#米国株投資記録
#投資初心者
#QQQ $QQQ
#VTI $VTI
#AAPL $AAPL
#CVX $CVX
#KO $KO
#MCD $MCD
#MNOV $MNOV
#SPYD  $SPYD"
Fractal Trading,@fractaltrad,2023-03-02T17:58:06.000Z,,,,"Where is the next #aapl ?

Is #TSLA the next #aapl, or it will be an order of magnitude bigger?"
Elliottwave Forecast,@ElliottForecast,2023-03-02T17:52:46.000Z,,,1,"Group 3 Midday charts have been uploaded for members at: https://elliottwave-forecast.com 
#Elliottwave #Stockmarket #ETFs #Trading #QQQ #AMZN #AAPL #TSLA"
Ale Inversor,@AleInversor,2023-03-02T17:26:22.000Z,8,17,86,"Al final he logrado poner en el gráfico el Precio y el PER promedio de las compras y ventas de INSIDERS, creo que se va a quedar así para los próximos análisis.
Dale un  y un RT si te gusta así!
#AAPL #Apple #SP500"
Proactive USA,@proactive_NA,2023-03-02T17:06:04.000Z,,,,$AAPL Apple blocks ChatGPT-powered app update over AI fears https://tinyurl.com/2gon95g5 #AAPL
Fauzi Kurniadi (Ndes),@fauzi_k123,2023-03-02T17:00:27.000Z,,,1,"Apple (AAPL) ada di $144,21 (-0,75%)
#aapl #Apple #Saham"
Paper_Money,@sankalpa00,2023-03-02T16:58:43.000Z,,,,"#aapl had fantastic run and slam it to resistance. Now let the chart do its thing and search for other oppurtunities.
@GarethSoloway"
Stock Market in colors,@Stocks_InColors,2023-03-02T12:56:41.000Z,,,4,APPLE (AAPL): (03-01-2023) Technical analysis shows a downward trend and will continue unless CD1+CD2+CD3+TRI turns to blue color. Good luck #Apple #AAPL #spx #spx500 #SP500 #NASDAQ100 #nasdaq #NYSE #StockMarket #StocksToBuy #stockstowatch #stocks #WallStreet  #QQQ #investing
Kamil Franek,@TheKamilFranek,2023-03-02T12:37:22.000Z,,,,"Do you know who owns 
@Apple
 and who controls it? Check out my updated article with straightforward explanation & visuals. 

#apple #aapl #technology #investing #smartphone #stocks #StockMarket"
Sasan Seifi,@SasanSeifi,2023-03-02T12:25:47.000Z,,,1,"SasanSeifi AAPL / 1D  - #AAPL chart on 
@TradingView"
Investall,@InvestallAI,2023-03-02T11:55:55.000Z,,,,$AAPL ($144.35) has 1st support at $164.92 and the 1st resistance at $173.19. It is estimated that #AAPL will be traded between $158.72 and $146.51 in 3 months. Download the Investall App to see full forecast and automate your trading https://investall.ai
