Username,Twitter Handle,Timestamp,Comments,Retweets,Likes,Text
Logan Trader,@Logantrader_,2023-02-07T14:17:12.000Z,,,,"#TSLA Combined with various technical indicators, the bulls are stronger today, and the following are operational suggestions

Bias:Bullish 
Entry:194.7
Target:199-202
Stop loss:192.8"
flashbangwizz,@flashbangwizz,2023-02-07T14:14:14.000Z,,,,"So I'm going to predict #TSLA goes up & down between $193 & $197 again all day as the SHFs clearly don't want it to break $200. Wonder why?? 
@elonmusk
 @garyblack00
 @squawksquare"
Top Investment_Jp,@topinvestment0,2023-02-07T14:11:58.000Z,,,,"#TSLA　テクニカル指標から見ると、今日はロングのトレンドが強いため、取引操作のアドバイスは下記になりますので、ご参照ください。

Bias:Bullish 
Entry:194.7
Target:199-202
Stop loss:192.8"
Jacob Jones,@TraderJonesy,2023-02-07T14:11:09.000Z,1,,2,$TSLA #TSLA my plan is still the same as yesterday. Many bearish divergences on the daily and hourly chart playing out. I am short 50 shares at $195. Take profit is $180 gap fill and SL is a breakout above $200. 
佐々木丨Investor・Trader,@40_sasaki,2023-02-07T14:10:59.000Z,,,,"#TSLA　テクニカル指標から見ると、今日はロングのトレンドが強いため、取引操作のアドバイスは下記になりますので、ご参照ください。

Bias:Bullish 
Entry:194.7
Target:199-202
Stop loss:192.8"
Pierre Boudreau,@pierreboudreau,2023-02-07T14:10:37.000Z,,,2,"GM advertising their future advertisements.
Looking forward to another spike in Tesla orders after the Superbowl AND after every appearance of EVs on Netflix!
#tsla"
Tim West,@87Spider,2023-02-07T13:40:00.000Z,,,,"The mimicking continues! $TSLA vs $MCD
- - - - - - - - - - - - - - - -
Tesla Mimicking McDonalds' 75 Percent Drop - #TSLA TradingView"
Vojtěch Procházka,@VojtchProchzka1,2023-02-07T13:39:01.000Z,,,1,"Někdo pro trochu adrenalinu skáče z letadla, mně stačí rok s #TSLA opravdu jedinečná firma"
Vojtěch Procházka,@VojtchProchzka1,2023-02-07T13:35:50.000Z,1,,1,Who else can do the same?! #TSLA 
Kendall,@KReichley,2023-02-07T13:35:29.000Z,,,,New video by Oracle Investments: TSLA outperforms the market! How long will this run last? #TSLA #TeslaStock #Tesla
휘바,@HyvaHyva_,2023-02-07T13:29:16.000Z,1,,1,#TSLA ..?
Joseph Holleman,@MagisterIR,2023-02-07T13:26:46.000Z,,,,"Our longer term swing trading portfolio now consists of open long positions in #ES, #NASDAQ, #DXY, #CrudeOil and #TSLA and open short positions in #Bonds, #BTC, #Gold, #Silver and #Soybeans"
3T,@tritangotraders,2023-02-07T13:26:28.000Z,1,1,13,"Asi estamos en el preopen #usa
#pbr 0.8 abajo #vale 0.1 abajo #bbd 1.5 abajo #ts 0.10 abajo #tsla 1 up
#dowjones 0.15 abajo #sp500 0.10 up #nasdaq 0.3 up
#ewz 1 abajo 
#BTC 22.9 k
#wti 1.4 up
#bonos #argentina estables
Martes no matrimonio no viaje hoy 14.40 local JEROME"
Businesblog,@Businesblog5,2023-02-07T13:26:05.000Z,1,5,11,Tesla quietly cancels price cuts https://businesblog.com/tesla-quietly-cancels-price-cuts/… #TSLA
Ben Dover,@Ben_Dover_4What,2023-02-07T13:23:09.000Z,,,,#Tesla #TSLA #Germany
Elisa_Crypto,@Elisa_crypto,2023-02-07T13:15:06.000Z,,,,"https://t.me/elisasFXanalysis/2447… #AMZN #APPL #GOOG #TSLA #MSFT #NFLX #META #COST #AMD #NVDA #PTON

tl:dr Erring towards a correction on indices but possibly not quite ready yet (basically the same as indices charts). 

All of these we expected the bounce having hit htf demand and now th…"
일론마스크,@illonmaseukeu5,2023-02-07T13:04:06.000Z,,,1,"나의 첫 ETF 포트폴리오 책 리뷰를 제 네이버 블로그에
정성껏 작성해 봤습니다. #ETF투자 #미국주식 #해외주식 #배당금 #배당투자 #배당재투자 #테슬라 #TSLA #공대생 #ETF포트폴리오"
1BTC=1BTCTESLAMBITCOINER,@ZzzzZ7ZzzzzZ,2023-02-07T12:19:28.000Z,,,,오마이 굿니스 ㅎㄷㄷ #3lts #삼슬라 #tsla
ぷちテスラ,@kappa2023,2023-02-07T12:17:53.000Z,,,,テスラの含み益7万ドル$200突破後の値動きに注目 #TSLA
Jesse Dow,@JesseLeeDow1,2023-02-07T12:09:09.000Z,,,1,#Tesla #ModelY inventory has reached 0. :)   #TSLA
Kamal,@imsny2,2023-02-07T12:08:49.000Z,,,2,Happy #TSLA TUESDAY 
Tenacious,@Tenac1ou5,2023-02-07T11:59:52.000Z,1,,3,#TSLA too.
TESLA BULL,@BestTrader01,2023-02-07T11:54:48.000Z,6,17,66,"$TSLA #TSLA = DARKPOOL = OH LORD - SH^%^T LOAD OF BUYING $17+ Billion Hit Yesterday Alone. Institutes have been buying like Crazy for the last Month. 

ADD ALL THOSE BILLIONS UP! $92.27 Billion TOTAL!
@WholeMarsBlog
 @farzyness
 @TeslaBoomerMama
 @heydave7
 @KoguanLeo
 @garyblack00"
TeslaNews,@Tesla__ElonMusk,2023-02-07T11:16:57.000Z,,6,9,Jim Cramer Makes a Surprising Admission About Tesla https://businesblog.com/jim-cramer-makes-a-surprising-admission-about-tesla/… #TSLA #Tesla
Francisco Valderas Santos,@FranciscoVST,2023-02-07T11:14:28.000Z,,,1,"#TSLA  
@Tesla
  #Tesla  #ElonMusk  #MuskGroup  #Europe  #Europa "
がす ｜ テスラおじさん,@Gusfrin92486024,2023-02-07T10:00:56.000Z,,11,36,"スペースXが5年前に打ち上げたイーロンマスクのテスラロードスターは、現在推定で地球から3億2,700万キロメートルの宇宙にあります。

このEVは太陽の周りを周回しており、車が今後1,500万年以内に金星または太陽に衝突する確率は、それぞれ12%です
https://edition.cnn.com/2023/02/06/world/spacex-elon-musk-tesla-roadster-five-years-scn/index.html… #TSLA"
Ben Graham,@BenGrahamStocks,2023-02-07T09:56:46.000Z,,,,"@Tesla
 will lead the way in autonomous driving, and make every car manufacturer that does not follow suit irrelevant.

Autonomous vehicles provide safety that human driven cars cannot compete with.

#Tsla #Tesla #TeslaMotors #ElonMusk"
Chew SW,@ChewsToysLegacy,2023-02-07T09:50:35.000Z,,,,"My gut feel for #TSLA today, low of $186 but I Q at $189 to ensure I get it. High should be $199 ~ $201 range."
Chew SW,@ChewsToysLegacy,2023-02-07T09:44:53.000Z,,,,"Just sold my #TSLA at pre-market, made some monies for my karaoke set :) Now hoping to get in at $189"
Businesblog,@Businesblog5,2023-02-07T09:10:55.000Z,1,7,8,Tesla files to trademark ‘TeslaOne’ https://businesblog.com/tesla-files-to-trademark-teslaone/… #TSLA #Tesla
Joe Hansen,@joehansenxx,2023-02-07T09:03:18.000Z,,,2,"Tesla pre-market #TSLA $TSLA
196.30$ +0.79%"
Ron Leckfor,@1LightwaveTech,2023-02-07T09:02:48.000Z,,,,"#TSLA 
@ElonMuskNewsOrg
 @TeslaBest
 @elonmusk
 @Tesla
 @truth_tesla
 @teslaownersSV
 @teslaeconomist
 @Teslaconomics
  @WholeMarsBlog"
flashbangwizz,@flashbangwizz,2023-02-07T09:01:51.000Z,,,,"I do indeed & I also remember 
@elonmusk
 selling & selling, saying he wasn't going to sell anymore then selling to buy this platform. Never understood why he didn't use darkpools as #shitadel prefer them to 
@NYSE
, much more profitable & guaranteed not affect stock $. #TSLA"
Ron Leckfor,@1LightwaveTech,2023-02-07T08:58:24.000Z,,,,"#TSLA 
@ElonMuskNewsOrg
 @TeslaBest
 @elonmusk
 @Tesla
 @truth_tesla
 @teslaownersSV
 @teslaeconomist
 @Teslaconomics
  @WholeMarsBlog"
Tesla,@deep_ocean86,2023-02-07T08:54:27.000Z,,,,$1000.00 #tsla
Businesblog,@Businesblog5,2023-02-07T05:49:19.000Z,,4,3,Tesla sales in Germany in January https://businesblog.com/tesla-sales-in-germany-in-january/… #TSLA #Germany
Martin Donnon,@RangeAnxious,2023-02-07T05:46:57.000Z,,,1,"Want to build a 'Tesla Killer' here is how! Lots of laughs to be had in our new Youtube short.

https://youtube.com/watch?v=KBEuEGqfa_g…

#rangeanxiety #tesla #tsla #teslakiller #holden #hsv #commodore #harrop #supercharger"
Maxhusar,@maxhusar,2023-02-07T05:42:02.000Z,1,,,I CAN NOT COMPREHEND HOW FSD BETA IS EVEN AVAILABLE LOL #TSLA #TSLA
Leo Ventures,@leoventuresllc,2023-02-07T05:23:47.000Z,,,1,Tesla..What Can You Say!! #tesla #tsla #stock #stockmarket #options #money #cars #tech #technology
Andre Sullivan Crossley,@CrossleyAndre1,2023-02-07T05:23:03.000Z,,,,Webush is definitely chasing #TSLA stock prices for relevance.
stevenmarkryan,@stevenmarkryan,2023-02-07T05:20:00.000Z,8,17,113,"https://youtu.be/C4oVBfJiOf0 - Jim Cramer HYPES Tesla, Stock +80% YTD, Analysts EXPOSED

NEW

#ElonMusk $TSLA #Tesla #TSLA #TeslaStock"
jw,@jw71425220,2023-02-07T05:18:08.000Z,,,2,I spent the last 2 years biying #AMC and #APE so i can make enought money to buy #TSLA and hopefully starlink IPO
ابو سلطان,@hass2an07,2023-02-07T05:16:21.000Z,,,,"سهم #TSLA 
#السوق_الامريكي #SPX #SPY"
MALAK SHELOMOH Trading,@KingYedidYahTRD,2023-02-07T05:13:33.000Z,1,,1,The #floorpivots #centralpivotrange is extrmely narrow this is indicative of an insuing #TrendDay on #ES1 #SPY IF my suspicions' are correct #TSLA may be a beast
FULLY EV,@FULLYEV,2023-02-07T03:06:39.000Z,,,3,"I saw a dope 
@Tesla
 #modelS #plaid today. 

What do you guys think ? It’s not a wrap, It’s fully custom and around 30K for the paint and custom wheels.

 
@WholeMarsBlog
 @BLKMDL3
 @PPathole
 @elonmusk
 @teslaownersSV
 @TeslaOwnersEBay
 @Teslarati
 @teslugu
 @teslanorcalreno
 #TSLA !"
TrendFollowing,@trendviewfollow,2023-02-07T03:02:14.000Z,,,1,#TSLA
Red Fox Ryder,@redfoxryder,2023-02-07T03:01:54.000Z,1,,,Do you think #TSLA will do a stock split in the next 2 years? 
strengthPlan,@strengthPlan,2023-02-07T02:55:36.000Z,1,3,16,"Who do we believe:

1. Someone that never drove a Tesla/FSD beta, never owned tesla stock & missed all gains, drives a gas car, ignores all data, points out negative news
2. Someone that drives a tesla, uses FSD beta everyday, held tesla stock 6+ yrs, follows Tesla news #tsla"
NoRandomTrades,@latigazototal,2023-02-07T02:54:54.000Z,,,2,"$TSLA Daily chart. $TSLA up trend got rejected twice at $197 levels today. If tomorrow we see a sustained move over $197 and subsequently $200 psychological level, this could fly.
#TSLA, #tesla"
Ronnie,@Ronniemarkets,2023-02-07T02:53:08.000Z,,,2,Insane price almost doubled in a month #tsla
dr dinar,@drdnanir,2023-02-07T02:50:18.000Z,,,1,#teslastock #TeslaModelY #TSLA #TSLA
strengthPlan,@strengthPlan,2023-02-07T02:44:51.000Z,,1,2,"Price increases are likely per 
@farzyness
/ Matt Jung (speculation). Barely any inventory. Demand is off the chain #tsla"
Logan Trader,@Logantrader_,2023-02-07T02:13:57.000Z,2,2,2,"O:193.01
H:198.17
L:189.92
C:194.76
#TSLA rose to $198.17 at the highest,  I will continue to release more pre-market analysis, I hope you pay attention to us, thank you for your support. If you have stock-related inquiries, you can private message us, and we will answer you."
Algo Trading for fun,@algofuture,2023-02-07T02:10:20.000Z,,,,"#tsla reach to this supply zone. I would book some profit here if it make a big push or start dropping. We don't know if it will break this supply zone. so let the bulls and bears battle here. then decide what to do. 

#swingtrade #daytrade #stocktrading"
Bernie,@StackingProfit,2023-02-07T02:08:11.000Z,,,,$TSLA #TSLA Will this time be different 
strengthPlan,@strengthPlan,2023-02-07T02:07:35.000Z,,,1,"Hmm why are all the Tesla bears those that don't have a Tesla or driven a Tesla before, never used FSD beta personally, and don't own any Tesla stock? How does it feel to miss out on Tesla stock must not feel so good. Curious.. #TSLA"
strengthPlan,@strengthPlan,2023-02-07T01:58:26.000Z,1,1,12,Tesla up 80% year to date. Never sell Tesla ever #tsla
佐々木丨Investor・Trader,@40_sasaki,2023-02-07T01:53:46.000Z,,,1,"O:193.01
H:198.17
L:189.92
C:194.76
#TSLA が198.17ドルまで上昇したため、利確をした方、おめでとうございます。 今後も市場前の分析を掲載していきますので、フォローしていただければ幸いです。 株式に関するお問い合わせは、ご連絡ください。"
Volibear,@Volibear91,2023-02-07T01:48:38.000Z,,,1,#Google #Apple #Amazon all have missed and gave weak guidance. #Tesla didn’t want to buyback. Recession is coming. #TSLA $tsla
strengthPlan,@strengthPlan,2023-02-07T00:32:10.000Z,,,1,"Karen's are ""Karen's"" out there but many Susan's are also ""Karen's"". They have so much time on their hands they are just pointing out trivial things and making a big deal of everything #tsla"
Leo Ma,@moka_bingsha,2023-02-07T00:31:07.000Z,,,,"It's concerning how little attention is paid to accidents caused by the dangerous behaviors that have been around long before Tesla, yet Tesla accidents receive disproportionate coverage. #tsla"
strengthPlan,@strengthPlan,2023-02-07T00:29:50.000Z,,1,6,"Unbelievable people report on Tesla accidents and Tesla FSD beta news and not even look at day-to-day accidents and ""normal"" accidents caused by distracted driving, reckless speed, fatigue, and driver impairment in gas cars #tsla"
Simpler Trading,@simplertrading,2023-02-07T00:25:05.000Z,,,2,"Anyone trade $TSLA? 

Check out these 2 trades on #TSLA...

Why did Entry 1 lose and Entry 2 win big?
@chrisbrecher
 will reveal why in Wednesday night's webinar...
(AND other actionable trade setups he's watching to end the week)

 Register Here: https://bit.ly/40Bmc72"
strengthPlan,@strengthPlan,2023-02-07T00:25:03.000Z,1,3,25,Lost no paper money today bc I only own Tesla stock #tsla
Leo Ma,@moka_bingsha,2023-02-07T00:21:28.000Z,,,,Great news for Tesla! RBC Capital's confidence in the company's ability to drive demand growth and maintain 20%+ margins is certainly encouraging. It's a testament to Tesla's success and dedication over the years. Impressive! #TSLA
Is It Too Late To Buy TSLA?,@TrustMusk,2023-02-07T00:18:03.000Z,,,,"Open: $193.01
Close: $194.76
Range: $189.92 - $198.16
It’s not too late to buy #TSLA"
Sid San,@drsidsan,2023-02-07T00:18:00.000Z,2,,,"Hearing from friends and acquaintances who got a chance to be first time TSLA investors recently. Guess what else they did ? Placed their first Tesla orders! Recent dip and price drop had its dual beneficiaries! 
@elonmusk
 @SawyerMerritt
 @WholeMarsBlog
 #TSLA"
Leo Ma,@moka_bingsha,2023-02-07T00:10:43.000Z,,,,"I'm following this with interest! Tesla has come so far, and it's exciting to see what the long and short-term possibilities may be! #tsla"
Doctor Jack,@DoctorJack16,2023-02-07T00:10:40.000Z,,5,29,Anyone noticed how many charts Tesla stand out on? I lost count.  #TSLA
Tesleract,@Tesleract,2023-02-06T23:15:17.000Z,5,,5,I googled a random photo of traffic and got this.  Not one Tesla in the photo = DEMAND ISSUE.  #tslaq #TSLA
Jake Wujastyk,@Jake__Wujastyk,2023-02-06T23:04:41.000Z,17,18,157,$TSLA #TSLA Still just an S/R flip until price can close above the top of this zone.
Businesblog,@Businesblog5,2023-02-06T23:03:06.000Z,,5,4,Tesla Insurance moves closer to launch https://businesblog.com/tesla-insurance-moves-closer-to-launch/… #TSLA
kiddow,@92Pumpelloof,2023-02-06T22:55:26.000Z,,,1,Bye bye  #tsla
Leo Ventures,@leoventuresllc,2023-02-06T22:53:46.000Z,,,,Tesla..What Can You Say!! #tesla #tsla #stock #stockmarket #options #money #cars #tech #technology
scistock,@beaker192,2023-02-06T22:45:50.000Z,,,,Daily chart inside bar flagged for $TSLA on 02-06-2023 calculated after market close with unusual options flow. #insidebar #TSLA #unusualoptionsflow #stockmarket #stocks #investing #trading
TickerDD,@TickerDD_com,2023-02-06T22:39:55.000Z,,,,"From 2/3/2023, looking back across 22 Month-Ends for TSLA, Percentage Change of Average Monthly Price had More Negatives (55%)  while Percentage Change of Average Monthly Volume had More Positives (91%)  $TSLA #TSLA #TSLAStock #TickerDD #TSLANews"
TheGuru209,@youngmacell22,2023-02-06T22:28:47.000Z,,,,Is this for real ya’ll!????? #ElonMusk I need a #Tesla #SiliconValley this is too call. I mean oblivious this could be questionable but at the same time. The ability of #AI #tsla #stock #bull #forever . I get it now 
beyerch,@beyerch,2023-02-06T21:49:09.000Z,,2,1,"And in today's episode of 'Stupid #Tesla Problems', the passenger front window now randomly lowers when it feels like it.

4th time in 3 days came out to find the window down.

Always f'ing something, lol.  

$TSLA $TSLAQ #TSLA #TSLAQ"
Michael & Esther,@SupeerLuckeee,2023-02-06T21:38:36.000Z,,,1,"Stay long growth/semi conductors/ai 
#tsla #nvda #ai 
reduced my size but still a continuation imo :) 500% swings from last month!"
Austin Brewer,@ABrewcrew,2023-02-06T21:22:47.000Z,,,,Ruhhhh Roh #cramer #TSLA
Elliottwave,@EMECapital1,2023-02-06T21:22:08.000Z,,,,"https://twitter.com/ElliottForecast/status/1622706730315513859… > Perfect rally from the blue box, very technical. Join us today with 14 day Trial & learn to trade the Technical market and blue boxes. Click here:  https://elliottwave-forecast.com/plan-trial/  #Elliottwave #AMD #Stocks #Trading #NVDA #AAPL #AMZN #TSLA"
Elliott Wave Daud,@bhattidaud,2023-02-06T21:22:05.000Z,,,1,"https://twitter.com/ElliottForecast/status/1622706730315513859… > Perfect rally from the blue box, very technical. Join us today with 14 day Trial & learn to trade the Technical market and blue boxes. Click here:  https://elliottwave-forecast.com/plan-trial/  #Elliottwave #AMD #Stocks #Trading #NVDA #AAPL #AMZN #TSLA"
Elliottwave Forecast,@ElliottForecast,2023-02-06T21:22:01.000Z,,,,"https://twitter.com/ElliottForecast/status/1622706730315513859… > Perfect rally from the blue box, very technical. Join us today with 14 day Trial & learn to trade the Technical market and blue boxes. Click here:  https://elliottwave-forecast.com/plan-trial/  #Elliottwave #AMD #Stocks #Trading #NVDA #AAPL #AMZN #TSLA"
Sapphire Trades,@SapphireOptions,2023-02-06T21:18:42.000Z,,2,3,"$ES_F 2/7 Plan

Neutral day Profile left behind

Pivot remains 4140 

 Above it targets 4156/4174/4193
 Under it is weak targets of
 4108/4090/73

 Economic Events/Data:
Powell set to speak @ 12pm
Consumer Credit @ 3pm

#ES $ES #ES_F #SPY #SPX #NDX
#AAPL #ENPH #TSLA #NQ_F"
Businesblog,@Businesblog5,2023-02-06T20:35:22.000Z,1,5,10,Tesla’s Pickup Truck Is Coming Soon. Maybe. https://businesblog.com/teslas-pickup-truck-is-coming-soon-maybe/… #TSLA
Rocket Stock Screener,@RocketScreener,2023-02-06T20:33:07.000Z,,,,"Rocket STOCK Screener Alert! $BBBY $AMC
https://rocketscreener.com

#daytrader #trader #trading #daytrading #stocksignals #tsla #pennystocks #priceaction #daytrade #finance #wallstreet #daytradinglife #daytraderlife  #stockstrading #investing #stockmarket #nyse"
,@GonzalitoValor,2023-02-06T20:17:12.000Z,,,,El 13 de enero compré CEDEARs de #TSLA hoy vendi con ganancia del 70%. El juego ya empezó
Sherry,@Sherry097344271,2023-02-06T19:48:46.000Z,,,,"Tesla's Domination Is Beginning To Take Hold #TSLA https://youtu.be/TRjLq3-hU8w via 
@YouTube"
TESLA BULL,@BestTrader01,2023-02-06T19:48:10.000Z,5,4,47,$TSLA #TSLA = Power Hour! Let's Break that STUPID $200!
Michael & Esther,@SuperLuckeee,2023-02-06T19:47:05.000Z,7,2,79,"Stay long growth/semi conductors/ai 
#tsla #nvda #ai 
reduced my size but still a continuation imo :) 500% swings from last month!"
saliljha.eth |,@web3_eth,2023-02-06T19:46:28.000Z,1,1,2,"Chances are decent that Elon will sell (or sold) more $TSLA 

Not that it's necessarily bearish for price action. Remember the market bought all $40 BILLION DOLLARS that Elon sold in 2022. #Twitter #TSLA"
Lion Trades,@LionTrades7,2023-02-06T19:43:00.000Z,1,,1,Trade Review: $5000 on the day trading $SPX. #TRADINGTIPS #StockMarket #OptionsTrading #trading #FYP #trending #business #SPY #tsla #AAPL
Louis Humbert,@BressonHumbert,2023-02-06T18:59:03.000Z,,,,"https://youtube.com/shorts/Xiqa75bVpEI?feature=share…

Vidéo sponsorisée par PSA 

La personne dans cette voiture est probablement celle qui a le moins de chances d'avoir un accident sur cette autoraute. 

#TSLA Truth"
P.S,@Pteslabitcoin77,2023-02-06T18:55:50.000Z,,,,Is #Tesla Headed To $223? Here's What The Chart Indicates - Tesla (NASDAQ:TSLA) - Benzinga #TSLA
Cypherpunk,@MrCypherpunk,2023-02-06T18:52:57.000Z,,,,"Riktigt nöjd för en gångs skull, inte perfekt givetvis men det blev bra 
#finanstwitter 
#TSLA"
Businesblog,@Businesblog5,2023-02-06T18:50:02.000Z,,4,1,Will Apple’s Electric Car Finally Launch in 2023? https://businesblog.com/will-apples-electric-car-finally-launch-in-2023/… #TSLA #AppleCar
Alexey Shirokov,@AlekseiShiroko1,2023-02-06T18:47:45.000Z,,,,"My #tsla thinks a crossing deer is a semi  
@elonmusk"
Oscar Morris,@oscarmorris153,2023-02-06T18:45:27.000Z,,,,Join the telegram chat in my BIO for FREE. #AXLA #BBBY #AMC #TSLA #META #COMS #LICN
Options Seller,@options_seller7,2023-02-06T18:44:31.000Z,1,,,"I didn’t say this was a scheme. Referring you back to my tweet.

However, thank you for your useful response. Given the competition in the EV space, #TSLA and #LCID, this is a tough one. Then there are the traditional car manufacturers like our GM and Ford with EV strategies."
Bri,@pokebunch,2023-02-06T18:41:48.000Z,,,1,Who would buy this?  #TSLA #ElonMusk
Jacob Jones,@TraderJonesy,2023-02-06T17:46:01.000Z,,,,$TSLA #TSLA Continuing to make lower lows on the RSI and STOCH for the 1 hour chart while in this range. We could stay at this range all day but overall looking for a snap below of that $189-$190 level.
EWF Rafael,@EWFRafael,2023-02-06T17:42:24.000Z,,,1,"Learn to trade the right side. Try our full service including Live Analysis session, Live Trading room ( #TradingSignals ) for 14 days for 9.99$ https://elliottwave-forecast.com/amember/go.php?r=32288&i=l3…
#Elliottwave #SPX #XAUUSD  #forexmarket #FXsignals #SPX #Bitcoin #Crypto #TSLA #MSFT #QQQ"
Rod Reed go ducks,@rodreed62,2023-02-06T17:29:29.000Z,,,,#TSLA up again today. Let it ride. Undervalued stock. 
Blue Line Trading,@BlueLineTrades,2023-02-06T17:25:43.000Z,,,1,#TSLA $Tesla #tradingstrategy #OptionsTrading
Greg,@scuderia2006,2023-02-06T17:21:54.000Z,,,,Finally the $200 ? #TSLA
TESLA BULL,@BestTrader01,2023-02-06T17:20:18.000Z,2,15,67,$TSLA #TSLA = DarkPool = Lots of Buying.
Michael.B.Diaz.B,@0xja077719,2023-02-06T17:19:23.000Z,,,,#Bitcoin I love $doge # $eth #tsla # $Tsla #BTC #Shib #crypto
Muse Rating,@itotscii25,2023-02-06T17:18:59.000Z,,,,"longer term swing trading portfolio now consists of buy signals in #BTC, #Gold, #Silver and #Soybeans, and shorts in #ES_F, #NASDAQ, #CrudeOil and #TSLA"
Meredith,@BERSERK_77782,2023-02-06T17:18:22.000Z,,,,"Bitcoin To US Dollar ($BTC-USD) @ $43,500 Stop. Use a Protective Stop: $41,500 / Price Objective (Short Term) $56,500 / Risk/Reward Ratio: Risk; $2,000 Reward: $13.000 Ratio: 6:1 Sign Up at #Bitcoin #NEAR #USD #NYSE #AAPL #COIN #TSLA #TEVA #AMGN #BMY"
Mateusz Ziemniewicz,@kraqzor2,2023-02-06T17:17:05.000Z,,,,"longer term swing trading portfolio now consists of a long in #BTC and and shorts in #ES_F, #NASDAQ, #DXY, #Gold, #Silver, #Crudeoil, #Soybeans and #TSLA"
TESLA BULL,@BestTrader01,2023-02-06T17:15:32.000Z,5,3,15,"@garyblack00
 every other analysts are start raising $TSLA price target. Are you raising yours?

#TSLA"
BarPot • Stock Forecasting & Removing the Noise,@BarPotTM,2023-02-06T16:46:08.000Z,,,," Stock Option Alert 
 
 We Detected a  Strong Price Trend Momentum on  $CSX
 $CSX 2023-03-03 - $31.67 CALL

 https://barpot.io/chat
 
 https://barpot.io/stock_tw/csx.html… #CSX #news #wealthcreation #investing #TSLA"
wallace wilson,@wallace43958039,2023-02-06T16:45:11.000Z,,,1,"Jim Cramer says there will be a recession no matter what. Time to go all in. 
#stonks #btc #tsla #bullmarket"
TESLA BULL,@BestTrader01,2023-02-06T16:41:07.000Z,3,11,51,"$TSLA #TSLA = RBC Capital Maintains Outperform on Tesla, Raises Price Target to $223"
lastadam,@lastadam,2023-02-06T16:32:54.000Z,,,,Feb10 $TSLA #TSLA
Roamer,@Crypto_Roamer,2023-02-06T16:32:16.000Z,,,25,"#TSLA

이 가격까지 끌고올 수 있었던 것은 중간에 비중을 축소했기 때문. 여기서 저는 만족하고 나오겠습니다.

수익금은 알트 시장의 먹잇감을 위해 Cheers"
Ronnie,@Ronniemarkets,2023-02-06T16:27:43.000Z,,,2,"Shorted #tsla at $196 worked on Friday for an intra day trade. Let’s hope for the same result 
@elonmusk"
Twosmokesrule,@2smokesrule,2023-02-06T16:25:03.000Z,,,1,#tsla stock looking great..it’s on its way to $220 in he near term IMO #StockMarket
Leo Ma,@moka_bingsha,2023-02-06T16:24:51.000Z,,,1,It's heartbreaking to hear how much of a financial struggle many in the Tesla community have experienced due to investing in Tesla stock. Commendable that you take the time to listen to their stories. #Tesla #TSLA
Leo Ventures,@leoventuresllc,2023-02-06T16:23:48.000Z,,,,Tesla..What Can You Say!! #tesla #tsla #stock #stockmarket #options #money #cars #tech #technology
Justice,@hedgedogs69,2023-02-06T15:37:33.000Z,,,1,"thank you profit to TSLA PRICE
BUY MORE BBBY~
EASY MOENY FROM HEDGIES
#TSLA,#BBBY,#SHORTSQUEEZE"
Justice,@hedgedogs69,2023-02-06T15:35:54.000Z,,,1,"SELL TSLA
run~
#TSLA"
TaskerFan,@taskservicefan,2023-02-06T15:30:31.000Z,,,,#tsla $tsla
Jeremy McFarland,@JMcFarland2020,2023-02-06T15:30:02.000Z,,,,But stock market go brrrrr #StockMarket #TSLA
BarPot • Stock Forecasting & Removing the Noise,@BarPotTM,2023-02-06T15:29:08.000Z,,,," Stock Entry Momentum Trend 
 
  $ATCO got detected for a  Price Trend Momentum at the price
 of  $15.3 and it's Win Rate for the last 20+ days is  0%.

 https://barpot.io/chat

 https://barpot.io/stock_tw/atco.html… #ATCO #TSLA #technicalanalysis"
Top Investment_Jp,@topinvestment0,2023-02-06T15:19:43.000Z,,,,"#TSLA テクニカル指標から見ると、今日はロングのトレンドが強いため、取引操作のアドバイスは下記になりますので、ご参照ください。
Bias:Bullish 
Entry:194.6
Target:199-202
Stop loss:191.15"
佐々木丨Investor・Trader,@40_sasaki,2023-02-06T15:19:01.000Z,,,,"#TSLA テクニカル指標から見ると、今日はロングのトレンドが強いため、取引操作のアドバイスは下記になりますので、ご参照ください。
Bias:Bullish 
Entry:194.6
Target:199-202
Stop loss:191.15"
ezprimetrader,@ezprimetrader,2023-02-06T15:17:29.000Z,,,,"+$55 in 30 minutes | $2K Small Account Trade Log
Difficult market for scalping this morning with choppy moves and no clear trends. Made some quick trades on TSLA and META, not holding positions for too long to keep it safe.
#daytrading #OptionsTrading  #META #TSLA"
BGMCrypto,@bgm_fx,2023-02-06T15:02:46.000Z,,1,6,"Australia da los primeros pasos para regular las #Criptomonedas
#BTC #bsc #BUSD #Crypto #XRP #art #DeFi #Matic #stocks #altcoin #ETH #AVAX #web3 #Tsla #Airdrop #Binance #ADA #NFT #BNB #NFTs #Doge #CRO #USA #AI #hodl #DC #USDT #SOL #SHIB #USDC #CHATGPT"
CryptoTreeMap,@CryptoTreeMap,2023-02-06T15:00:02.000Z,,,,"http://CryptoTreeMap.com

Stock market:
$TSLA +3.05% 
$META +1.32% 
$RTX +1.21% 
$MRK +1.14% 

$TSM -3.48% 
$PRX.AS -3.27% 

#TSLA #META #RTX #MRK #TSM #PRX.AS #TSLA #APPL #stocks #trading #investing"
Guol Retuit Yornal,@AndresConstabel,2023-02-06T14:54:55.000Z,,,1,#TSLA
